,rxcui,name,tty,classId,className,classType
986,2197862,entrectinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
987,2197878,pitolisant,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
988,2198359,pretomanid,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
989,2198944,lefamulin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
990,2199391,edotreotide gallium ga-68,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
991,2199674,tenapanor,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
992,22033,cyclothiazide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
993,2204915,brolucizumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
994,2205637,trifarotene,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
995,220982,yohimbine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
996,22178,cytomegalovirus immune globulin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
997,2228,meclofenoxate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
998,22293,danthron,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
999,22298,dapiprazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1000,22299,daptomycin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1001,2231,cephalexin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1002,2233,cephaloridine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1003,2236,cephalothin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1004,22374,decamethrin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1005,2238,cephapirin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1006,2239,cephradine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1007,22396,deflazacort,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1008,22483,demegestone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1009,224905,trastuzumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1010,2256930,lasmiditan,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1011,2257010,elexacaftor / ivacaftor / tezacaftor,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1012,225852,leucovorin calcium,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1013,2261783,diroximel fumarate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1014,2262025,amoxicillin / omeprazole / rifabutin,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1015,2262250,afamelanotide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1016,2262279,crizanlizumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1017,2262435,zanubrutinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1018,2262544,luspatercept,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1019,2264108,"fibrinogen, human",PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1020,22656,desogestrel,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1021,2265678,voxelotor,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1022,2265690,cenobamate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1023,2265702,cefiderocol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1024,2265712,givosiran,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1025,2267207,golodirsen,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1026,226724,urea c-13,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1027,2267582,trastuzumab deruxtecan,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1028,2268216,ubrogepant,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1029,22696,dexbrompheniramine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1030,22697,dexchlorpheniramine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1031,22701,dexpanthenol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1032,22708,dextranomer,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1033,22713,dezocine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1034,2272107,avapritinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1035,227239,masoprocol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1036,2272403,lemborexant,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1037,227312,indigo carmine,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1038,2274378,tazemetostat,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1039,2274803,Teprotumumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1040,2275602,Lumateperone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1041,22759,diacetylrhein,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1042,2277607,enfortumab vedotin,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1043,2281864,empagliflozin / linagliptin / metformin,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1044,2282018,isatuximab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1045,2282307,Rimegepant,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1046,2282403,bempedoic acid,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1047,2282660,eptinezumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1048,2283229,bempedoic acid / ezetimibe,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1049,2284718,remdesivir,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1050,228476,gatifloxacin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1051,2286,cetylpyridinium,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1052,2286252,osilodrostat,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1053,22865,dibrompropamidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1054,228656,amprenavir,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1055,228783,frovatriptan,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1056,228790,dutasteride,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1057,2288236,ozanimod,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1058,228833,gadoversetamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1059,22892,dichloralphenazone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1060,2289380,selumetinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1061,22906,dichlorobenzyl alcohol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1062,22968,dienogest,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1063,23024,difenoxin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1064,23043,difluprednate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1065,230435,technetium Tc 99m arcitumomab,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1066,23088,dihydrocodeine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1067,231049,eletriptan,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1068,232158,rofecoxib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1069,2323,chenodeoxycholic acid,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1070,233272,bexarotene,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1071,233603,clevidipine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1072,233698,dronedarone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1073,23386,diphenylpyraline,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1074,23410,dipivefrin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1075,23419,dipropizine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1076,23420,dipropylacetamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1077,23437,dirithromycin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1078,2344,chloral hydrate,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1079,234416,lanthanum carbonate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1080,234449,iodine-131-tositumomab,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1081,2346,chlorambucil,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1082,2348,chloramphenicol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1083,235219,Digitalis leaf extract,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1084,2354,chlorcyclizine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1085,235418,potassium salicylate,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1086,2356,chlordiazepoxide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1087,2358,chlorhexidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1088,235829,methoserpidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1089,2359268,pemigatinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1090,235961,fedrilate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1091,2360232,sacituzumab govitecan,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1092,236083,alendronic acid,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1093,2361285,tucatinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1094,236186,tenonitrozole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1095,236206,diisopromine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1096,236209,dihexyverine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1097,2362165,capmatinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1098,2362167,opicapone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1099,23623,domiphen,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1100,236348,morpholine salicylate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1101,23638,dopexamine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1102,236617,ferrous aspartate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1103,236650,fluprednidene,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1104,2367409,artemisinin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1105,236749,benproperine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1106,236778,trospium,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1107,236782,Saccharomyces boulardii,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1108,23684,drotaverin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1109,23687,droxicam,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1110,236901,somatorelin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1111,236913,levomethadone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1112,2369389,ripretinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1113,236987,mangafodipir,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1114,2370147,selpercatinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1115,237027,loteprednol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1116,237057,lepirudin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1117,237141,tibezonium iodide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1118,237162,dexketoprofen,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1119,2372,chlormethiazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1120,2373,chlormezanone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1121,2373951,inebilizumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1122,23744,dyclonine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1123,2374729,lurbinectedin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1124,2375829,stepronin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1125,2376944,levamlodipine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1126,2378,chlorobutanol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1127,23796,ebastine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1128,2380373,fostemsavir,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1129,2382,proguanil,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1130,2383941,remimazolam,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1131,23852,efloxate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1132,2387211,tafasitamab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1133,2387834,belantamab mafodotin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1134,2389840,viltolarsen,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1135,239,aclarubicin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1136,2390935,Risdiplam,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1137,2391541,satralizumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1138,2392230,Oliceridine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1139,2393,chloroquine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1140,2394936,pralsetinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1141,2396,chlorothiazide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1142,2397,chlorotrianisene,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1143,2399,chlorphenesin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1144,2400,chlorpheniramine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1145,2403,chlorpromazine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1146,2404,chlorpropamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1147,2406,chlorprothixene,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1148,2407,chlorquinaldol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1149,2408,chlortetracycline,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1150,2409,chlorthalidone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1151,2410,chlorzoxazone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1152,2418,cholecalciferol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1153,2420,cholecystokinin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1154,24263,epomediol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1155,24272,eprazinone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1156,24274,eprozinol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1157,24305,erdosteine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1158,24441,etifoxine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1159,24453,ethamivan,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1160,24460,ethanolamine oleate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1161,24468,ethenzamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1162,2447,cholestyramine resin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1163,24506,vinpocetine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1164,24524,ethyl loflazepate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1165,24591,ethynodiol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1166,24605,etodolac,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1167,24607,etofamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1168,24608,etofenamate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1169,24609,etofibrate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1170,2467140,lumasiran,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1171,2467540,berotralstat,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1172,2467553,lonafarnib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1173,2468435,hydroquinine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1174,2469247,setmelanotide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1175,24698,fludarabine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1176,2471078,tirbanibulin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1177,2472778,relugolix,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1178,2473,chondroitin sulfates,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1179,2473230,paclitaxel poliglumex,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1180,2474340,Clascoterone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1181,2474632,perflenapent,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1182,2475077,cabotegravir,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1183,2475166,voclosporin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1184,2475532,Abametapir,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1185,2475830,vericiguat,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1186,2477103,tepotinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1187,2478335,evinacumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1188,2479690,trilaciclib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1189,2480096,Casimersen,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1190,24807,febarbamate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1191,2481135,"cellulose, oxidized",PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1192,24812,felbamate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1193,24830,fenbufen,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1194,24840,fenethylline,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1195,24853,fenoldopam,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1196,24855,fenoverine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1197,24856,fenoxazoline,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1198,24860,fenozolone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1199,24876,fenticonazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1200,24897,ferric ammonium citrate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1201,249,acriflavine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1202,24902,prussian blue insoluble,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1203,24909,iron sucrose,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1204,24940,ferrous chloride,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1205,24941,ferrous fumarate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1206,24942,ferrous gluconate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1207,24946,ferrous succinate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1208,24947,ferrous sulfate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1209,25025,finasteride,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1210,25033,cefixime,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1211,25037,cefdinir,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1212,2508,chromonar,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1213,25089,flosequinan,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1214,25096,flubendazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1215,25112,flumequine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1216,25120,flunisolide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1217,25138,fluorescein,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1218,25193,flupirtine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1219,2525,chymopapain,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1220,25255,formoterol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1221,25284,fosfestrol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1222,2530,chymotrypsin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1223,2531288,fosdenopterin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1224,2531369,melphalan flufenamide,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1225,253149,eptacog alfa activated,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1226,253182,"insulin, regular, human",IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1227,2532300,ponesimod,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1228,253337,bevacizumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1229,2534233,tivozanib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1230,2534464,trichloroethylene,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1231,253453,peginterferon alfa-2b,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1232,25357,follitropin beta,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1233,2535748,ezetimibe / rosuvastatin,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1234,25389,fumaric acid,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1235,2539037,drospirenone / estetrol,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1236,2539932,ferric maltol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1237,2539967,dostarlimab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1238,2541,cimetidine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1239,25437,fusafungin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1240,25480,gabapentin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1241,25483,gadoteridol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1242,2549,cinnarizine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1243,2549199,amivantamab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1244,2550,cinoxacin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1245,2550714,sotorasib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1246,2550729,infigratinib,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1247,2551,ciprofloxacin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1248,2555,cisplatin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1249,2556,citalopram,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1250,2557217,aducanumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1251,2557372,pegcetacoplan,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1252,2557373,somapacitan,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1253,2560310,bupivacaine / meloxicam,MIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1254,25605,gamma-linolenic acid,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1255,2562811,finerenone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1256,2563966,odevixibat,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1257,2564025,belumosudil,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1258,2564146,fexinidazole,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1259,2565265,anifrolumab,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1260,2565814,avalglucosidase alfa,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1261,2567226,belzutifan,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1262,2569089,difelikefalin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1263,2571073,maralixibat chloride,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1264,2571813,atogepant,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1265,2571853,fluorodopa F-18,PIN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1266,2578,clemastine,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1267,25789,glimepiride,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1268,25793,gliquidone,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1269,2580,clenbuterol,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1270,25806,calcium glubionate,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
1271,2582,clindamycin,IN,0,Anatomical Therapeutic Chemical (ATC1-4),ATC1-4
